FMID,MarketName,street,city,County,State,zip,Longitude,Latitude,Location
1005700,Chesapeake Farmers Market,120 Reservation Road,Chesapeake,Chesapeake,Virginia,23322,-76.2422628,36.7204815,Local government building grounds
1002216,Chester Farmers Market,City Park,Chester,Howard,Iowa,52134,-92.3172,43.3568,
1003676,Chester Farmers Market,"Route 103, The Vermont Country Store In Rockingham",Chester,Windsor,Vermont,5143,-72.5053,43.1976,Private business parking lot
1005339,Chester Farmers Market,11801 Centre Street,Chester,Chesterfield,Virginia,23831,-77.447348,37.358857,
1005515,Chester Farmers Market,Perry Street,Chester,Morris,New Jersey,7930,-74.69659200000001,40.78402,Closed-off public street
1007674,Chester Sunday Farmers’ Market,23 Main Street,Chester,Middlesex,Connecticut,6412,-72.4502,41.4028,
1008606,Chesterfield County Farmers Market,Near 6701 Mimms Loop,Chesterfield,Chesterfield,Virginia,23832,-77.504419,37.376728,
1003022,Chesterfield Farmers Market,11500 Midlothian Tpk,Richmond,Chesterfield,Virginia,23235,-77.609299,37.507573,Other
1004611,Chestertons European Market,220 Broadway,Chesterton,Porter,Indiana,46304,-87.0536,41.6108,Private business parking lot
1000944,Chestertown Farmers Market,6307 Nys Route 9,Chestertown,Warren,New York,12817,-73.805133,43.648651,Local government building grounds
1002187,Chestertown Farmers Market,Park Row At The Fountain Park,Chestertown,Kent,Maryland,21620,-76.0666,39.2095,Local government building grounds
1008483,Chestnut Hill Farmers Market,Winston Rd. Between Germantown Ave And Mermaid Lane,Philadelphia,Philadelphia,Pennsylvania,19118,-75.196974,40.06756,
1002874,Cheverly Community Market,6401 Forest Road,Cheverly,Prince George's,Maryland,20785,-76.90633000000001,38.92414,Local government building grounds
1005302,Chew And E. Pleasant Farmers Market,Chew Avenue And E. Pleasant Street,Philadelphia,Philadelphia,Pennsylvania,19119,-75.183116,40.056999999999995,
1012146,Chewelah Farmers Market,700 North Park Street,Chewelah,Stevens,Washington,99109,-117.715235,48.282379999999996,
1002241,Cheyenne County Farmers Market,10th & Jackson Street,Sidney,Cheyenne,Nebraska,69162,-102.977,41.1305,
1010203,Cheyenne Farmers Market,15th And Capitol,Cheyenne,Laramie,Wyoming,82001,-104.814433,41.132217,Local government building grounds
1009643,Cheyenne Tuesday Farmers Market,1400 Del Range Blvd,Cheyenne,Laramie,Wyoming,82009,-104.80856999999999,41.161612,
1003524,Cheyenne Winter Farmers Market,121 W. 15th Street,Cheyenne,Laramie,Wyoming,82001,-104.81421999999999,41.131978000000004,
1009159,Cheyennes Road Market,4816 Church Rd (cheyenne's Road Market ),Mount Laurel,,New Jersey,8054,-74.9163,39.916,
1009499,Cheyennes Country Thangs,19319 Holly Lane,Lutz,,Florida,33548,-82.4747,28.1619,
1000561,Chicago Heights Corner Market,160 West Joe Orr Road,Chicago Heights,Cook,Illinois,60411,-87.646182,41.520174,Local government building grounds
1004401,Chicago Street Farmers Market,125 East Laurel Ave.,Foley,Baldwin,Alabama,36535,-87.683301,30.407080999999998,Local government building grounds
1012379,Chicago-nettelhorst French Market,"Nettelhorst School, Broadway And Melrose",Chicago,Cook,Illinois,60657,-87.644568,41.941208,
1001261,Chickasha Farmers Market,Corner Of 7th And Chickasha Avenue,Chickasha,Grady,Oklahoma,73018,-97.9441,35.0488,Local government building grounds
1001989,Chico Cfm In Paradise,6400 Clark Rd.,Paradise,Butte,California,95969,-121.598,39.7704,
1000531,Chico Wednesday Farmers Market,"North Valley Plaza, East Ave. & Pillsbury Rd.",Chico,Butte,California,95973,-121.848,39.7606,
1004079,Chicopee Farmers Market,Chicopee Street,Chicopee,Hampden,Massachusetts,1013,-72.60012817,42.19358063,
1003878,Childrens Hospital Farmers Market,2530 Chicago Ave S,Minneapolis,Hennepin,Minnesota,55404,-93.2626,44.9568,Healthcare Institution
1007752,Chilhowee Main Street Farmers Market,108 S. Main St.,Chilhowee,Johnson,Missouri,64733,-93.8555137,38.5889377,
1001763,Chilhowie Farmers Market,East Lee Highway Between Chestnut And Pine Avenues (warrior Park),Chilhowie,Smyth,Virginia,24319,-81.676633,36.80295,Local government building grounds
1007297,Chili Farmers Market,Chili Paul Plaza,Rochester,Monroe,New York,14624,-77.7285,43.1061,
1001701,Chillicothe Farmers Market,620 N. Washington,Chillicothe,Livingston,Missouri,64601,-93.55341800000001,39.793838,
1010226,Chillicothe Farmers Market Association,475 Western Ave,Chillicothe,Ross,Ohio,45601,-83.0031767,39.3349929,Local government building grounds
1007057,Chiloquin Farm And Craft Market,Chiloquin Parking Lot At Chocktoot And 1st Street,Chiloquin,Klamath,Oregon,97624,-121.863,42.5766,
1002160,Chilton Farmers Market,1041 E. Chestnut St,Chilton,Calumet,Wisconsin,53014,-88.15491999999999,44.021144,Private business parking lot
1005739,Chimacum Farmers Market,,Chimacum,Jefferson,Washington,98325,-122.777,48.0133,
1009284,Chimney Rock Farms,500 County Road 175,Bayfield,,Colorado,81122,-107.34200000000001,37.223,
1001590,China Grove Farmers Market,308 N Mainstreet,China Grove,Rowan,North Carolina,28023,-80.57783,35.57101,Other
1000877,Chincoteague Island Farmers Market,6309 Church Street,Chincoteague,Accomack,Virginia,23336,-75.37344940000001,37.932824700000005,Other
1001499,Chino Cfm,13220 Central Ave.,Chino,San Bernardino,California,91710,-117.69,34.0126,
1000316,Chino Valley Farmers Market,344 S. Hwy 89,Chino Valley,Yavapai,Arizona,86323,-112.455293,34.740766,
1003596,Chipley Farmers Market,7th Street By The Old Train Depot,Chipley,Washington,Florida,32428,-85.5372,30.7791,
1008409,Chippewa Falls Farmers Market,53 E. Central St.,Chippewa Falls,Chippewa,Wisconsin,54729,-91.39063759999999,44.937381200000004,Other
1009309,Chippewa Farmers Market,2465 Darlington Road,Beaver Falls,,Pennsylvania,15010,-80.369,40.7704,
1000886,Chisago City Farmers Market,10656 Railroad Avenue,Chisago City,Chisago,Minnesota,55013,-92.89073499999999,45.372951,
1009755,Choctaw County Farmers Market,Hwys 12 & 15 Intersection,Ackerman,Choctaw,Mississippi,39735,-89.1774145,33.3206934,Private business parking lot
1003015,Chowchilla Farmers Market,Robertson Blvd. & 6th St.,Chowchilla,Madera,California,93610,-120.264,37.1201,
1004972,"Christian ""shan"" Hendricks Vegetable Market",Company Street,Saint Croix,Christiansted,Virgin Islands,820,-64.7043,17.7449,
1010704,Christian County Farmers Market,1530 West Jackson St,Ozark,Christian,Missouri,65721,-93.2207764,37.0223056,
1011161,Christiansburg Farmers Market,West Main Street And Hickok Street,Christiansburg,Montgomery,Virginia,24073,-80.410187,37.12877,
1000578,Chubbuck Farmers Market,4166 Yellowstone Ave #1212,Chubbuck,Bannock,Idaho,83202,-112.462,42.9202,
1003227,Chula Vista Farmers Market,3rd Ave. & Center St.,Chula Vista,San Diego,California,91915,-117.08,32.6403,
1004650,Chula Vista Otay Ranch Certified Farmers Market,2015 Birch Road And Eastlake Blvd,Chula Vista,San Diego,California,91915,-116.96799999999999,32.6231,
1012610,Church + Main Market,1848 Church Street,Appomattox,Appomattox,Virginia,24522,-78.82659699999999,37.353163,
1003966,Church Run Farmers Market,44868 Warner Rd.,Titusville,Crawford,Pennsylvania,16354,-79.6584,41.6528,
1004360,Church Street Farmers Market,603 Church Street,Blackstone,Nottoway,Virginia,23824,-78.00805799999999,37.077446,Other
1011307,Cibolo Grange Farmers Market,413 Main Street,Cibolo,Guadalupe,Texas,78108,-98.22959499999999,29.564815999999997,
1000704,Cicero Farmers Market,Port Cicero Shopping Plaza,Cicero,Hamilton,Indiana,46034,-86.0135,40.1303,
1011042,Cicero Farmers Market,8686 Knowledge Lane,Cicero,Onondaga,New York,13039,-76.12718149999999,43.1906107,
1006360,Cincinnatus Farmers Market,"Rural Services Pavilion, 2704 Lower Cincinnatus Rd",Cincinnatus,Cortland,New York,13040,-75.8963,42.5379,
1006613,Circle Farmers Market,707 B Ave.,Circle,Mccone,Montana,59215,-105.589,47.4154,
1001334,Circle Square Commons Farmers Market,8405 Sw 80th Street,Ocala,Marion,Florida,34481,-82.2587,29.1056,
1002809,City Centre Market,"20 N Water St., Ste 370",Decatur,,Illinois,62523,-88.9544,39.8443,
1007101,City County Building Farmers Market,414 Grant Street,Pittsburgh,Allegheny,Pennsylvania,15219,-79.9968,40.4382,
1009474,City Farmers Market Fair Haven,"Quinnipiac River Park, Corner Of Grand Ave And Front St",New Haven,,Connecticut,6513,-72.8888,41.3093,
1004177,City Hall Farmers Market,700 Main Street,Tell City,Perry,Indiana,47586,-86.76899999999999,37.9517,Local government building grounds
1001485,City Hall Farmers Market,901 Bagby St.,Houston,Harris,Texas,77002,-95.3693,29.7602,Local government building grounds
1007218,City Hall Farmers Market,730 Washington Ave,Racine,Racine,Wisconsin,53403,-87.7898,42.7257,
1000067,City Hall Park Greenmarket,Broadway & Chambers,New York,New York,New York,10007,-74.00631,40.713858,Other
1005250,City Hall Parking Lot Deck (peoples Open Market),Alapai & Beretania Street,Honolulu,Honolulu,Hawaii,96813,-157.852699,21.305408,
1004051,City Hall Plaza Farmers Market,229 Main St.,Nashua,Hillsborough,New Hampshire,3060,-71.4647,42.7582,Local government building grounds
1010123,City Heights Certified Farmers Market,4325 Wightman Street,San Diego,San Diego,California,92105,-117.10152099999999,32.747831,
1000246,City Market,Railway Station - Corner Of 8th And Woodmere Streets,Traverse City,,Michigan,49686,-85.6077,44.7592,
1011386,City Market - Kansas City - Winter Market,20 East 5th Street,Kansas City,Jackson,Missouri,64106,-94.58223890000001,39.108668,
1012712,City Market Kansas City- Year-round,20 E 5th Street,Kansas City,Jackson,Missouri,64106,-94.5821788,39.1086815,
1004302,City Of Albertville Farmers Market,Main Street- Downtown,Albertville,Marshall,Alabama,35950,-86.206775,34.267096,Local government building grounds
1000354,City Of Au Gres Downtown Farmers Market,501 Park Street,Au Gres,Arenac,Michigan,48703,-83.6878,44.05,
1008616,City Of Barnwell Farmers Market,9987 Dunbarton Blvd.,Barnwell,Barnwell,South Carolina,29812,-81.3761158,33.243691,Local government building grounds
1003086,City Of Cortland Farmers Market,Main St. Bet Orchard & Court Sts.,Cortland,Cortland,New York,13045,-76.1804,42.5993,
1005809,City Of Cuba,403 E. Jefferson Street,Cuba,Fulton,Illinois,61427,-90.1951,40.4926,Local government building grounds
1010079,City Of Evans Farmers Market,,Evans,Weld,Colorado,80620,-104.69218740000001,40.3763701,
1012088,City Of Everett Farmers Market,Glendale Park Elm Street,Everett,Essex,Massachusetts,2149,-71.04483,42.412739,
1000921,City Of Galax Farmers Market,221 Main Street,Galax,,Virginia,24333,-80.9241,36.6604,
1009000,City Of Galax Farmers Market,Main Street And Washington Street,Galax,Galax,Virginia,24333,-80.925092,36.663427,Local government building grounds
1005719,City Of Grand Blanc Farmers Market,Grand Boulevard,Grand Blanc,Genesee,Michigan,48439,-83.6321608,42.9273395,Closed-off public street
1001680,City Of Grayling Farm Market,Michigan Ave. Downtown Grayling,Grayling,Crawford,Michigan,49738,-84.70926800000001,44.665784,Local government building grounds
1001681,City Of Grayling Farm Market,City Park 213 N. James Street,Grayling,Crawford,Michigan,49738,-84.71587,44.66235,Local government building grounds
1001234,City Of Gulfport Farmers Market,2625 Jones Park Drive,Gulfport,Harrison,Mississippi,39501,-89.0882,30.3656,
1008416,City Of Holyoke Farmers Market,High St And Dwight St,Holyoke,Hampden,Massachusetts,1040,-72.608042,42.20662,Closed-off public street
1003131,City Of Independence Farmers Market,Walnut & Liberty St,Independence,Jackson,Missouri,64050,-94.4171982,39.08998820000001,
1005491,City Of Lake Forest Farmers Market,691 N. Western,Lake Forest,Lake,Illinois,60045,-87.839435,42.252340999999994,Private business parking lot
1004255,City Of Loveland Farmers Market,700 S. Railroad,Loveland,Larimer,Colorado,80537,-105.07849099999999,40.387536,
1008434,City Of Manassas Farmers Market- Saturday,West St. And Prince William St.,Manassas,Manassas,Virginia,20110,-77.473074,38.74949,Other
1008428,City Of Manassas Farmers Market- Thursday,9201 Center Street,Manassas,Manassas,Virginia,20110,-77.4737608,38.7505391,Other
1002814,City Of Mebane Parks And Recreation Farmers Markeet,Clay Street,Mebane,Alamance,North Carolina,27302,-79.2717,36.0982,
1009719,City Of Momence,123 W. River St.,Momence,Kankakee,Illinois,60954,-87.662984,41.162026000000004,Local government building grounds
1011481,City Of North Adams Farmers Market,St. Anthony's Municipal Parking Lot,North Adams,Berkshire,Massachusetts,1247,-73.113178,42.700472999999995,
1004618,City Of Otsego Farmers Market,112 Kalamazoo Street/m-89,Otsego,Allegan,Michigan,49078,-85.6988,42.4606,
1010007,"City Of Papillion, Farmers Market",,Papillion,Sarpy,Nebraska,68046,-96.043954,41.154773999999996,Local government building grounds
1000303,City Of Plymouth Farmers Market,3650 Plymouth Blvd,Plymouth,Hennepin,Minnesota,55447,-93.47725600000001,45.023297,Local government building grounds
1006746,City Of Sherrill Farmers Market,377 Sherrill Road,Sherrill,Oneida,New York,13461,-75.599008,43.072252,
1008488,City Of Union Farmers Market,500 East Locust Street,Union,Franklin,Missouri,63084,-91.004716,38.444743,Local government building grounds
1010429,City Of Union Farmers Market,801 Us Highway 50,Union,Franklin,Missouri,63084,-91.000518,38.444664,"Faith-based institution (e.g., church, mosque, synagogue, temple)"
1003687,City Of Uticas Farmers Market,900 Bleecker St,Utica,Oneida,New York,13501,-75.2112,43.0963,
1004160,City Of Walled Lake Farmers Market,1499 E. West Maple,Walled Lake,Oakland,Michigan,48390,-83.46616,42.53957,Local government building grounds
1008491,City Of Warrenton Farmers Market,200 West Booneclick,Warrenton,Warren,Missouri,63383,-91.15014598,38.81113529,Local government building grounds
1005502,City Of Wayne Farmers Market,35310 Michigan Avenue,Wayne,Wayne,Michigan,48184,-83.388269,42.282659,Local government building grounds
1000157,City Of West Burlington Open Air Market,"City Hall Parking Lot, 122 Broadway Street",West Burlington,Des Moines,Iowa,52655,-91.1566,40.8253,
1006460,City Of White Bear Lake Farmers Market,"Washington Avenue, Between 3rd And 4th Street",White Bear Lake,Ramsey,Minnesota,55110,-93.00903100000001,45.085218,
1008493,City Of Windsor Farmers Market,305 West Benton,Windsor,Henry,Missouri,65360,-93.52369399999999,38.533747999999996,Private business parking lot
1007679,City Of Zachary Farmers Market,1650 Mt. Pleasant,Zachary,East Baton Rouge,Louisiana,70791,-91.2159,30.6507,
1006368,City Of Zions Farmers Market,Shiloh Blvd And Sheridan Rd,Zion,Lake,Illinois,60099,-87.82515,42.449962,Local government building grounds
1011057,City Park Esplanade Fresh Market,,Denver,Denver,Colorado,80206,-104.95686299999998,39.74087,
1012758,City Soul Market,700 State St.,Springfield,Hampden,Massachusetts,1109,-72.569068,42.110615,
1005940,Cityseed Edgewood Park Farmers Market,Corner Of Whalley Ave. And West Rock Ave.,New Haven,New Haven,Connecticut,6515,-72.95838,41.32615,
1005941,Cityseed Fair Haven Farmers Market,Corner Of Front St. And Grand Ave.,New Haven,New Haven,Connecticut,6513,-72.88879449999999,41.3093186,
1005943,Cityseed Wooster Square Farmers Market,Depalma Ct. Between Chapel St. And Wooster St.,New Haven,New Haven,Connecticut,6511,-72.91784799999999,41.303232,
1007587,Civista Medical Center Farmers Market,Civista Medical Center Main Entrance Parking Lot,Laplata,Charles,Maryland,20646,-77.0139,38.4736,Healthcare Institution
1000545,Cjs Vegetable Market,"1223 Cecil Shelton, Dr.",Grenada,Grenada,Mississippi,38901,-89.8376,33.7922,"On a farm from: a barn, a greenhouse, a tent, a stand, etc"
1002042,Clackamas Sunnyside Grange Farmers And Artists Market,13100 Se Sunnyside Rd.,Clackamas,Clackamas,Oregon,97015,-122.52913000000001,45.426497,Private business parking lot
1011036,Clairemont Certified Farmers Market At Madison High School,4833 Doliva Dr,San Diego,San Diego,California,92111,-117.175467,32.829628,
1002915,Clare Main Street Farm And Arts Market,Fourth & Beech St,Clare,Clare,Michigan,48617,-84.770679,43.818907,Local government building grounds
1002106,Claremont Farmers And Artisans Market,Indian Hill Blvd. And 2nd Avenue,Claremont,Los Angeles,California,91711,-117.718999,34.095636,
1004216,Claremont Farmers And Artisans Market,Broad Street Park,Claremont,Sullivan,New Hampshire,3743,-72.33684790000001,43.371563099999996,Local government building grounds
1008938,Claremont Tailgate Market,3288 East Main Street,Claremont,Catawba,North Carolina,28610,-81.146354,35.715641,Local government building grounds
1007053,Claremore Farmers Market,400 Veterans Parkway (expocenter Parking),Claremore,Rogers,Oklahoma,74017,-97.5095,35.584,
1000579,Clarence Hollow Farmers Market,"New Town Lot, 10717 Main St. (route 5)",Clarence,Erie,New York,14031,-78.58945,42.98032,Private business parking lot
1007374,Clarendon Farmers Market,3101 Wilson Blvd.,Arlington,Arlington,Virginia,22201,-77.09524499999999,38.887065,Local government building grounds
1006482,Clarinda Farmers Market,East Side Of Courthouse Square,Clarinda,Page,Iowa,51632,-95.0369,40.7406,
1006181,Clarion County Farmers Market,Clarion County Park,Clarion,Clarion,Pennsylvania,16214,-79.3861,41.2146,
1001837,Clarion Farmers Market,West Side Of County Court House,Clarion,Wright,Iowa,50525,-93.73269,42.73207,Federal/State government building grounds
1003497,Clark County Farmers Market,First Methodist Church Parking Lot,Arkadelphia,Clark,Arkansas,71923,-93.0711,34.1189,
1000406,Clark Fork Market,"225 South Pattee Street, Riverside Parking Lot",Missoula,Missoula,Montana,59802,-113.99658600000001,46.8787176,
1011959,Clark Park Farmers Market,1730 S Roosevelt St,Tempe,Maricopa,Arizona,85282,-111.94827,33.408768,
1005296,Clark Park Farmers Market,43rd Street And Baltimore Avenue,Philadelphia,Philadelphia,Pennsylvania,19104,-75.209377,39.949309,
1000257,Clark Produce Auction Llc,Hwy Y In Clark Mo,Clark,Randolph,Missouri,65243,-91.7627,40.3994,
1007037,Clark Valley Farmers Market,1336 St. Rt. 83,Millersburg,Holmes County,Ohio,44654,-81.9173,40.5455,
1002242,Clarke County Farmers Market,S.E. Corner Of Courthouse Square,Osceola,Clarke,Iowa,50213,-93.7656,41.0341,
1006489,Clarke County Farmers Market,"Town Parking Lot, S.Church St.",Berryville,Clarke,Virginia,22611,-77.9555,39.1006,
1008001,Clarkesville Farmers Market,583 Grant St,Clarkesville,Habersham,Georgia,30523,-83.519221,34.61752,Private business parking lot
1011268,Clarksburg Farmers Market,Tractor Supply Parking Lot 210 Emily Dr,Clarksburg,Harrison,West Virginia,26301,-80.28241640000002,39.2763762,
1004851,Clarksburg Town Center Farmers Market,,Clarksburg,Montgomery,Maryland,20871,-77.27845400000001,39.242225,Other
1007681,Clarksdale Farmers Market,200 Block Of Delta Avenue,Clarksdale,Coahoma County,Mississippi,38614,-90.5749,34.2027,
1002473,Clarkston Farmers Market,Across From Depot Park,Clarkston,Oakland,Michigan,48348,-83.4096,42.7615,
1004198,Clarkston Farmers Market,3701 College Ave,Clarkston,DeKalb,Georgia,30021,-84.239409,33.805671999999994,Other
1000893,Clarksville Farmers Market,West Main St.,Clarksville,Johnson,Arkansas,72830,-93.4704,35.4703,
1004721,Clawson Farmers Market,1080 N Custer,Clawson,Oakland,Michigan,48017,-83.152922,42.54195,
1004978,Clay Center Farmers’,306 N Locust St,Frankfort,Marshall,Kansas,66427,-96.4167,39.7033,
1002395,Clay County Farmers Market,Highway 9,Ashland,Clay,Alabama,36251,-85.8491,33.2472,
1007197,Clay County Farmers Market,Old Rga Parking Lot,Clay,Clay County,West Virginia,25043,-81.0845,38.4601,
1009507,Claysburg Farmers Market,Business Route 220 (carpet Depot Plaza),Claysburg,,Pennsylvania,16625,-78.5253,40.0943,
1010564,Clayton Farm And Community Market,348 E. Main Street,Clayton,Johnston,North Carolina,27528,-78.4571444,35.651006,
1004282,Clayton Farmers Market,,Clayton,Polk,Wisconsin,54004,-91.1028,42.9064,
1006953,Clayton Farmers Market,"Frink Park, Riverside Drive",Clayton,Jefferson,New York,13624,-76.0881,44.2424,
1004202,Clayton Farmers Market And Small Farm Animals,4616 Wallbridge Road,Clayton,Stevens,Washington,99110,-117.54539399999999,47.989979999999996,
1010706,Clayton Farmers Market,8300 Maryland Ave,Clayton,St. Louis,Missouri,63139,-90.34689920000001,38.6522804,
1011350,Clayton Farmers Market,Diablo St. Between Main And Center,Clayton,Contra Costa,California,94517,-121.9357925,37.9410341,
1004533,Clayton-five State Producer Growers Market,Ranch Market Parking Lot On First Street,Clayton,Union,New Mexico,88415,-103.18299999999999,36.4492,
1007411,Clear Lake Farmers Market,"City Hall Parking Lot, 15 N 6th Street",Clear Lake,Cerro Gordo,Iowa,50428,-93.3844,43.1373,
1001923,Clear Valley Ltd.,9124 Us Rt 50,Hillsboro,Highland,Ohio,45133,-83.5537,39.2112,
1005686,Clearfield County Farmers Market,West 2d Street,Clearfied,Clearfield,Pennsylvania,16830,-78.4434,41.0221,
1006871,Clearlake Farmers Market,Dam Rd. & Ray's Place Market,Finley,Lake,California,95435,-122.613,38.9261,
1002048,Clearlake Friday Night Fm,Lakeshore And Ball Park Road.,Clearlake,Lake,California,95422,-122.63641499999999,38.948893,Local government building grounds
1009203,Clearwater Gateway Farmers Market,1234 Cleveland Street,Clearwater,,Florida,33755,-82.7862,27.9657,
1000613,Cleburne County Farmers Market,1401 Ross Street,Heflin,Cleburne,Alabama,36264,-85.596408,33.502928000000004,Other
1004696,Cleburne County Growers Market,Spring Park,Heber Springs,Cleburne,Arkansas,72543,-92.0195,35.4779,
1012527,Clement St. Farmers Market,Clement St. Between 2nd And 4th,San Francisco,San Francisco,California,94118,-122.46098899999998,37.783062,
1009428,Clemson Area Food Exchange (cafe),212 Butler St,Clemson,,South Carolina,29631,-82.8229,34.6861,
1006806,Clemson Farm-fresh Market,Intersection Of Fort Hill Street And Calhoun Drive,Clemson,Pickens,South Carolina,29634,-82.83789,34.679241,Educational institution
1002596,Clemson Farmers Market,578 Issaqueena Trail,Clemson,Pickens,South Carolina,29631,-82.787,34.6844,Private business parking lot
1010192,Clermont Farmers Market,,Clermont,Marion,Indiana,46234,-86.324648,39.816827,"Faith-based institution (e.g., church, mosque, synagogue, temple)"
1005812,Cleveland Farmers Market,I-94 Exit 238 North,Cleveland,Stutsman,North Dakota,58424,-99.1179,46.8917,
1006670,Cleveland Farmers Market,219 S. Court Street,Cleveland,Bolivar,Mississippi,38732,-90.7240183,33.7441357,Private business parking lot
1006671,Cleveland Farmers Market,215 South St.,Cleveland,Bolivar,Mississippi,38732,-90.72057,33.74268,Local government building grounds
1007401,Clifton Farmers Market,109 S Scribner St,Clifton,Washington,Kansas,66937,-97.2925,39.5684,
1005524,Clifton Park Farmers Market,912 Rte 146,Clifton Park,Saratoga,New York,12065,-73.797529,42.866877,"Faith-based institution (e.g., church, mosque, synagogue, temple)"
1006518,Clifton Springs Farmers Market,Corner Of Kendall Street And Railroad Avenue,Clifton Springs,Ontario,New York,14432,-77.1395,42.9629,Local government building grounds
1003017,Clinch River Farmers Market,4th Street And Russell St.,St. Paul,Wise,Virginia,24283,-82.707138,36.909822999999996,Other
1001450,Clinica Sierra Vista (delano),1508 Garces Hwy.,Delano,Kern,California,93215,-119.23700000000001,35.760999999999996,
1001451,Clinica Sierra Vista (lamont),8787 Hall Road,Lamont,Kern,California,93241,-118.90799999999999,35.259,
1008982,Clinton Area Farmers And Artisans Market,"100 S. Center Street, Mr. Lincoln's Square, Downtown Clinton","Clinton, Il",De Witt,Illinois,61727,-88.96059100000001,40.152703,Other
1001850,Clinton County Farmers Market,81 West Main Street,Wilmington,Clinton,Ohio,45177,-83.830107,39.445642,Closed-off public street
1007566,Clinton County Farmers Market,19 Mountainview Road,Albany,Clinton,Kentucky,42602,-85.1347,36.6909,
1011266,Clinton Ct Farmers Market,61 East Main Street,Clinton,Middlesex,Connecticut,6413,-72.5224699,41.2777023,
1000389,Clinton Farmers Market,West Park Row,Clinton,Oneida,New York,13323,-75.378416,43.048975,
1006930,Clinton Farmers Market,North Side Of The Downtown Clinton Square,Clinton,,Missouri,64735,-93.7804,38.3657,
1010876,Clinton Farmers Market,1 New Street,Clinton,Hunterdon,New Jersey,8809,-74.905764,40.638373,
1009348,Clintons Olde Towne Market,202a W. Leake St.,Clinton,,Mississippi,39056,-90.3308,32.3404,
1012118,Clintonville Farmers Market,N High St And W Dunedin Rd,Columbus,Franklin,Ohio,43214,-83.0165751,40.0342974,
1001123,Clintwood Farmers Market,Main St.,Clintwood,Dickenson,Virginia,24228,-82.4584,37.1505,
1000360,Clio Area Farmers Market,,Clio,Genesee,Michigan,48420,-83.7343,43.1779,
1000549,Clio Market,21 College Street,Clio,Barbour,Alabama,36311,-85.619065,31.707814399999997,
1010330,Cliveden Park Farmers Market,Chew Avenue And East Pleasant Street,Philadelphia,Philadelphia,Pennsylvania,19140,-75.134088,40.007507399999994,
1010561,Cloudcroft Farmers Market,Ice Skating Rink Off Hwy 82,Cloudcroft,Otero,New Mexico,88317,-105.740595,32.957356,
1002385,Clover Fields,356 Clover Street,Edmontin,Clay,Arkansas,34567,-92.2361,34.7511,
1010707,Clover Leaf Market,Highway 60,Billings,Christian,Missouri,65610,-93.4369918,36.9385754,
1011903,Clover Leaf Marketplace,100 Clover Leaf Loop,Sutherlin,Douglas,Oregon,97479,-123.3422923,43.3872218,
1002895,Cloverdale Certified Farmers Market,Cloverdale Blvd Between 1st And 2nd Streets,Cloverdale,Sonoma,California,95425,-123.01726299999999,38.805805,Closed-off public street
1004780,Clovis Farmers Market,3200 N. Prince,Clovis,Curry,New Mexico,88101,-103.196201,34.430477,Private business parking lot
1006877,Clovis Old Town Farmers Market,Pollasky Ave. & 5th St.,Clovis,Fresno,California,93613,-119.70200000000001,36.8239,
1003498,Clyde Farmers Market,Village Park On South Park St.,Clyde,Wayne,New York,14215,-78.8238,42.9352,
1005901,Clyde Farmers Market,Main Street Downtown,Clyde,Cloud,Kansas,66938,-97.398,39.5912,
1002808,Cms Farmers Market,7500 Security Blvd.,Woodlawn,Baltimore,Maryland,21244,-76.764414,39.316055,
1001390,Co-op Farmers Market,230 E. Main Street,Newark,New Castle,Delaware,19711,-75.743782,39.684694,
1010609,Coarsegold Farmers Market,35300 Hwy 41,Coarsegold,Madera,California,93614,-119.701521,37.261926,
1001739,Coastal Growers Farmers Market,"Casey Farm, 2325 Boston Neck Road",Saunderstown,Washington,Rhode Island,2874,-71.4234663,41.5121102,
1001740,Coastal Growers Farmers Market,"Lafayette Mill, 660 Ten Rod Road",North Kingstown,Washington,Rhode Island,2852,-71.485702,41.572964,
1000324,Coastside Farmers Market In Half Moon Bay,225 Cabrillo Hwy S,Half Moon Bay,San Mateo,California,94019,-122.4331,37.46438,Private business parking lot
1000325,Coastside Farmers Market Of Pacifica - Rockaway Beach,400 Old County Road,Pacifica,San Mateo,California,94044,-122.49543200000001,37.609122,Closed-off public street
1003957,Cobb Market,101 N Wilson Street,Cobb,Iowa,Wisconsin,53526,-90.3328,42.9674,
1010390,Cobblestone Farmers Market,West Street And Salt Street,Winston-salem,Forsyth,North Carolina,27101,-80.2427403,36.0865443,
1009041,Cobblestone Farmers Market,2781 Packard Road,Ann Arbor,Washtenaw,Michigan,48108,-83.710105,42.245053999999996,
1009208,Cochran Farmers Market,112 N Second Street (on The Courthouse Lawn),Cochran,,Georgia,31014,-83.3588,32.3928,
1007224,Cocoa Beach Farmers Market,2 South Orlando Avenue,Cocoa Beach,Brevard,Florida,32935,-80.6104,28.3177,
1006392,Coconut Grove Farmers Market,3300 Grand Avenue And Margaret Street,Coconut Grove,Miami-Dade,Florida,33177,-80.2468,25.728,
1010515,Coconut Point Farmers Market,23106 Fashion Drive,Estero,Lee,Florida,33928,-81.808856,26.404816999999998,
1002563,Codman Square Farmers Market,Corner Of Washington Street & Talbot Avenue,Dorchester,Suffolk,Massachusetts,2124,-71.07163,42.290184,
1012079,Coeburn Farmers Market,Front Street And Grand Ave.,Coeburn,Wise,Virginia,24230,-82.463127,36.943219899999995,
