FMID,MarketName,Website,Website_1,Facebook,Facebook_1,Twitter,Twitter_1,Youtube,Youtube_1,OtherMedia,OtherMedia_1,Season1Date,Season1Date_Start,Season1Date_End,Season1Time,Season1Time 1,Season1Time 2,Season1Time 3,Season1Time 4,Season1Time 5,Season1Time 6,Season1Time 7,Season2Date,Season2Date 1,Season2Date 2,Season2Time,Season2Time 1,Season2Time 2,Season2Time 3,Season2Time 4,Season2Time 5,Season2Time 6,Season2Time 7,Season3Date 1,Season3Date 2,Season3Time,Season3Time 1,Season3Time 2,Season3Time 3,Season3Time 4,Season3Time 5,Season3Time 6,Season4Date,Season4Date 1,Season4Date 2,Season4Time,Season4Time 1,Season4Time 2
1006929,Eastpoint Farmers Market,,,,,,,,,,,06/26/2013 to 10/30/2013,2013-06-26,2013-10-30,Wed: 10:00 AM-2:00 PM;,Wed: 10:00 AM-2:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1000855,Eastpointe Farmers Market,,,https://www.facebook.com/pages/Eastpointe-Farmers-Market/390111054360362?fref=ts,https://www.facebook.com/pages/Eastpointe-Farmers-Market/390111054360362?fref=ts,,,,,,,05/11/2013 to 10/26/2013,2013-05-11,2013-10-26,Sat: 8:00 AM-1:00 PM;,Sat: 8:00 AM-1:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1000127,Eastside Farmers Market,,,https://www.facebook.com/eastsidefarmersmarket,https://www.facebook.com/eastsidefarmersmarket,https://twitter.com/EastsideFarmMkt,https://twitter.com/EastsideFarmMkt,,,,,06/07/2013 to 09/27/2013,2013-06-07,2013-09-27,Fri: 3:00 PM-7:00 PM;,Fri: 3:00 PM-7:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004087,Eastside Farmers Market,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1007039,Eastside Farmers Market,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012730,Eastside Farmers Market,http://www.eastsidefarmersmarket.org,http://www.eastsidefarmersmarket.org,,,,,,,,,04/19/2016 to 12/20/2016,2016-04-19,2016-12-20,Tue: 4:00 PM-7:00 PM;,Tue: 4:00 PM-7:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012175,Eastside Market,http://chemung.cce.cornell.edu/agriculture/buy-local/farmers-markets,http://chemung.cce.cornell.edu/agriculture/buy-local/farmers-markets,https://www.facebook.com/EastSideMarketElmiraNY/,https://www.facebook.com/EastSideMarketElmiraNY/,,,,,,,06/10/2016 to 10/21/2016,2016-06-10,2016-10-21,Fri: 2:30 PM-6:00 PM;,Fri: 2:30 PM-6:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1009520,Eat Local Long Island Farmers Market,,,https://www.facebook.com/EatLocalLongIsland,https://www.facebook.com/EatLocalLongIsland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1010505,Eaton Earlybird Farmers Market,,,www.facebook.com/eatonearlybirdfarmersmarket,,,,,,,,05/10/2014 to 09/27/2014,2014-05-10,2014-09-27,Sat: 8:00 AM-1:00 PM;,Sat: 8:00 AM-1:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012227,Eaton Rapids Medical Center Farmers Market,http://www.eatonrapidsmedicalcenter.org,http://www.eatonrapidsmedicalcenter.org,Eaton Rapids Medical Center,,,,,,,,05/20/2016 to 10/21/2016,2016-05-20,2016-10-21,Fri: 3:00 PM-6:00 PM;,Fri: 3:00 PM-6:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1010501,Eatontown (nj) Farmers Market,http://www.eatontownnj.com,http://www.eatontownnj.com,,,,,,,,,06/01/2014 to 11/16/2014,2014-06-01,2014-11-16,Sun: 9:00 AM-2:00 PM;,Sun: 9:00 AM-2:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1003981,Eatonville Farmers Market,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1001570,Eau Claire Downtown Farmers Market,http://www.ecdowntownfarmersmarket.com,http://www.ecdowntownfarmersmarket.com,https://www.facebook.com/EauClaireDowntownFarmersMarket,https://www.facebook.com/EauClaireDowntownFarmersMarket,,,,,,,05/03/2014 to 05/31/2014,2014-05-03,2014-05-31,Sat: 7:30 AM-1:00 PM;,Sat: 7:30 AM-1:00 PM,,,,,,,06/04/2014 to 10/30/2014,6/4/14, 10/30/2014,Wed: 7:30 AM-1:00 PM;Thu: 12:00 PM-5:00 PM;Sat: 7:30 AM-1:00 PM;,Wed: 7:30 AM-1:00 PM,Thu: 12:00 PM-5:00 PM,Sat: 7:30 AM-1:00 PM,,,,,,,,,,,,,,,,,,,
1002389,Eau Claire Farmers Market - Oakwood Mall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1007225,Eau Gallie Farmers Market,http://www.eaugalliefarmersmarket.com,http://www.eaugalliefarmersmarket.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1000466,Ebenezer Lutheran Church Farmers Market,http://www.ebenezerlutheran.org,http://www.ebenezerlutheran.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1003868,Ebenezer Park Farmers Market,http://www.iatp.org/minimarkets,http://www.iatp.org/minimarkets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1003869,Ebenezer Tower Farmers Market,http://www.iatp.org/minimarkets,http://www.iatp.org/minimarkets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1000900,Ebensburg Farmers Market,http://www.ebensburgpa.com,http://www.ebensburgpa.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1010019,Echo Park Farmers Market,http://seela.org,http://seela.org,https://www.facebook.com/pages/Echo-Park-Farmers-Market/313522200882,https://www.facebook.com/pages/Echo-Park-Farmers-Market/313522200882,,,,,,,01/01/2015 to 12/31/2015,2015-01-01,2015-12-31,Fri: 3:00 PM-7:30 PM;,Fri: 3:00 PM-7:30 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1006207,Echo Park Market,,,,,,,,,,,January to December,2010-01-01,2010-12-31,Wed:8:00 AM - 4:00 PM;,Wed:8:00 AM - 4:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1008780,Eden Place Community Farmers Market,http://www.edenplacefarms.org,http://www.edenplacefarms.org,https://www.facebook.com/pages/Eden-Place-Nature-Center/222940580015,https://www.facebook.com/pages/Eden-Place-Nature-Center/222940580015,,,,,,,05/31/2014 to 10/11/2014,2014-05-31,2014-10-11,Sat: 9:00 AM-2:00 PM;,Sat: 9:00 AM-2:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1009322,Eden Street Market,,,https://www.facebook.com/EastonOriginalFarmersMarket,https://www.facebook.com/EastonOriginalFarmersMarket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1007059,Eden Valley New Heritage Public Market,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1009164,Edens Organic Garden Center,,,https://www.facebook.com/cityofedgewaterfamersmarket,https://www.facebook.com/cityofedgewaterfamersmarket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012783,Edenton Farmers Market,http://www.edentonfarmersmarket.com,http://www.edentonfarmersmarket.com,https://www.facebook.com/edentonfarmersmarket/,https://www.facebook.com/edentonfarmersmarket/,,,,,,,04/23/2016 to 12/17/2016,2016-04-23,2016-12-17,Sat: 8:00 AM-12:00 PM;,Sat: 8:00 AM-12:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1006326,Edgebrook Farmers Market,http://www.edgebrookshops.com,http://www.edgebrookshops.com,,,,,,,,,May to October,2010-05-01,2010-10-31,Wed:9:00 AM - 1:00 PM;,Wed:9:00 AM - 1:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1009427,"Edgefield Farmers, Artist And Craft Market",http://www.localharvest.org/eatontown-nj-farmers-market-M52642,http://www.localharvest.org/eatontown-nj-farmers-market-M52642,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1011540,Edgewater Farmers Market,http://www.edgewater.org/programs-and-events/farmers-market/,http://www.edgewater.org/programs-and-events/farmers-market/,https://www.facebook.com/edgewaterchamberofcommerce?ref=hl,https://www.facebook.com/edgewaterchamberofcommerce?ref=hl,,,,,,,06/13/2015 to 10/17/2015,2015-06-13,2015-10-17,Sat: 8:00 AM-1:00 PM;,Sat: 8:00 AM-1:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1001660,Edgewood Farmers Market,,,,,,,,,,,05/14/2015 to 10/15/2015,2015-05-14,2015-10-15,Thu: 3:00 PM-6:00 PM;,Thu: 3:00 PM-6:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1000222,Edgewood Farmers Market,http://www.edgewoodiowa.com,http://www.edgewoodiowa.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1001659,Edgewood Farmers Market,,,,,,,,,,,05/01/2011 to 10/31/2011,2011-05-01,2011-10-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004777,Edgewood Farmers Market,,,,,,,,,,,06/22/2013 to 10/26/2013,2013-06-22,2013-10-26,Sat: 8:30 AM-12:00 PM;,Sat: 8:30 AM-12:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1008798,Edible Saturdays Farmers Market,http://www.ediblefarmersmarkets.com,http://www.ediblefarmersmarkets.com,,,,,,,,,05/18/2013 to 10/12/2013,2013-05-18,2013-10-12,Sat: 9:00 AM-12:00 PM;,Sat: 9:00 AM-12:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1009479,Edible South Shore Harvest Market,http://www.localharvest.org/ephrata-whistle-stop-open-air-market-M59236,http://www.localharvest.org/ephrata-whistle-stop-open-air-market-M59236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1008799,Edible Thursdays Farmers Market,http://ediblefarmersmarkets.com/,http://ediblefarmersmarkets.com/,,,,,,,,,05/23/2013 to 10/10/2013,2013-05-23,2013-10-10,Thu: 3:00 PM-6:30 PM;,Thu: 3:00 PM-6:30 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1007372,Edinburgh Commons Green Market,http://www.edinburghcommons.net,http://www.edinburghcommons.net,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1006874,Edison Farmers Market,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1006086,Edmond Farmers Market,http://www.edmondok.com,http://www.edmondok.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012160,Edmonds Museum Summer Market,http:// www.historicedmonds.org/summer-market,,https://www.facebook.com/edmondsmuseumsummermarket/,https://www.facebook.com/edmondsmuseumsummermarket/,,,,,,,06/18/2016 to 10/01/2016,2016-06-18,2016-10-01,Sun: 9:00 AM-3:00 PM;,Sun: 9:00 AM-3:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1007567,Edmonson County Farmers’ Market,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1000003,Edmore Farmers Market,http://www.Edmore.org,http://www.Edmore.org,https://www.facebook.com/EdmoreFarmersMarket,https://www.facebook.com/EdmoreFarmersMarket,https://Twitter.com/edmoremarket,https://Twitter.com/edmoremarket,,,,,05/31/2014 to 10/31/2014,2014-05-31,2014-10-31,Tue: 3:00 PM-6:30 PM;Fri: 8:00 AM-1:00 PM;,Tue: 3:00 PM-6:30 PM,Fri: 8:00 AM-1:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1001298,Edwards Co Farmers Market,http://www.edwardsfarmersmarket.com,http://www.edwardsfarmersmarket.com,,,,,,,,,06/14/2014 to 09/13/2014,2014-06-14,2014-09-13,Sat: 9:00 AM-1:00 PM;,Sat: 9:00 AM-1:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1003917,Edwards County Farmers Market,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1006939,Efland Farmers Market,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012067,Egleston Farmers Market,http://Eglestonfarmersmarket.org,http://Eglestonfarmersmarket.org,www.facebook.com/EglestonFarmersMarket,,@EglestonFarmMkt,@EglestonFarmMkt,,,,,05/14/2016 to 02/25/2017,2016-05-14,2017-02-25,Sat: 10:00 AM-2:00 PM;,Sat: 10:00 AM-2:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012133,Eighth And Enright Farmers Market @ Common Roots,,,,,,,,,,,06/04/2016 to 10/15/2016,2016-06-04,2016-10-15,Sat: 12:00 PM-3:00 PM;,Sat: 12:00 PM-3:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012664,El Centro De Laredo Farmers Market,http://laredomainstreet.org/,http://laredomainstreet.org/,laredomainstreet,,laredomainstreet,,,,Instagram: laredomainstreet,Instagram: laredomainstreet,01/01/2016 to 12/31/2016,2016-01-01,2016-12-31,Sat: 9:00 AM-1:00 PM;,Sat: 9:00 AM-1:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004251,El Cerrito Farmers Market,http://www.elcerritoplaza.com,http://www.elcerritoplaza.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012606,El Dorado Farmers Market,,,https://www.facebook.com/eldoarkfarmers.market/,https://www.facebook.com/eldoarkfarmers.market/,,,,,,,04/16/2016 to 10/29/2016,2016-04-16,2016-10-29,Wed: 8:00 AM-12:00 PM;Sat: 8:00 AM-12:00 PM;,Wed: 8:00 AM-12:00 PM,Sat: 8:00 AM-12:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1007550,El Dorado Farmers Market,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1003777,"El Dorado Hills, Thursday Farmers Market",http://www.eldoradofarmersmarket.com,http://www.eldoradofarmersmarket.com,,,,,,,,,06/05/2014 to 09/25/2014,2014-06-05,2014-09-25,Thu: 8:00 AM-12:00 PM;,Thu: 8:00 AM-12:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1011612,El Maercado Familiar,,,,,,,,,,,01/01/2015 to 12/31/2015,2015-01-01,2015-12-31,Fri: 7:00 AM-1:00 PM;Sat: 7:00 AM-1:00 PM;,Fri: 7:00 AM-1:00 PM,Sat: 7:00 AM-1:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012369,El Mercadito De Centro,http://www.micentro.org/centros-farmers-market--el-mercadito-de-centro.html,http://www.micentro.org/centros-farmers-market--el-mercadito-de-centro.html,https://www.facebook.com/centro.hispano.5,https://www.facebook.com/centro.hispano.5,,,,,,,06/07/2016 to 10/25/2016,2016-06-07,2016-10-25,Tue: 9:00 AM-1:00 PM;,Tue: 9:00 AM-1:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1011608,El Mercado Familiar,,,,,,,,,,,01/01/2015 to 12/31/2015,2015-01-01,2015-12-31,Fri: 7:00 AM-1:00 PM;Sat: 7:00 AM-1:00 PM;,Fri: 7:00 AM-1:00 PM,Sat: 7:00 AM-1:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1011609,El Mercado Familiar,,,,,,,,,,,01/01/2015 to 12/31/2015,2015-01-01,2015-12-31,Fri: 7:00 AM-1:00 PM;Sat: 7:00 AM-1:00 PM;,Fri: 7:00 AM-1:00 PM,Sat: 7:00 AM-1:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1011617,El Mercado Familiar,http://agricultura.pr.gov,http://agricultura.pr.gov,,,,,,,,,01/01/2015 to 12/31/2015,2015-01-01,2015-12-31,Fri: 7:00 AM-1:00 PM;Sat: 7:00 AM-1:00 PM;,Fri: 7:00 AM-1:00 PM,Sat: 7:00 AM-1:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1011618,El Mercado Familiar,http://agricultura.pr.gov,http://agricultura.pr.gov,,,,,,,,,01/01/2015 to 12/31/2015,2015-01-01,2015-12-31,Fri: 7:00 AM-1:00 PM;Sat: 7:00 AM-1:00 PM;,Fri: 7:00 AM-1:00 PM,Sat: 7:00 AM-1:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1011619,El Mercado Familiar,http://agricultura.pr.gov,http://agricultura.pr.gov,,,,,,,,,01/01/2015 to 12/31/2015,2015-01-01,2015-12-31,Fri: 7:00 AM-1:00 PM;Sat: 7:00 AM-1:00 PM;,Fri: 7:00 AM-1:00 PM,Sat: 7:00 AM-1:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1011621,El Mercado Familiar,,,,,,,,,,,01/01/2015 to 12/31/2015,2015-01-01,2015-12-31,Fri: 7:00 AM-1:00 PM;Sat: 7:00 AM-1:00 PM;,Fri: 7:00 AM-1:00 PM,Sat: 7:00 AM-1:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1011622,El Mercado Familiar,http://agricultura.pr.gov,http://agricultura.pr.gov,,,,,,,,,01/01/2015 to 12/31/2015,2015-01-01,2015-12-31,Fri: 7:00 AM-1:00 PM;Sat: 7:00 AM-1:00 PM;,Fri: 7:00 AM-1:00 PM,Sat: 7:00 AM-1:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1011623,El Mercado Familiar,http://agricultura.pr.gov,http://agricultura.pr.gov,,,,,,,,,01/01/2015 to 12/31/2015,2015-01-01,2015-12-31,Fri: 7:00 AM-1:00 PM;Sat: 7:00 AM-1:00 PM;,Fri: 7:00 AM-1:00 PM,Sat: 7:00 AM-1:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1011625,El Mercado Familiar,http://agricultura.pr.gov,http://agricultura.pr.gov,,,,,,,,,01/01/2015 to 12/31/2015,2015-01-01,2015-12-31,Fri: 7:00 AM-1:00 PM;Sat: 7:00 AM-1:00 PM;,Fri: 7:00 AM-1:00 PM,Sat: 7:00 AM-1:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1011626,El Mercado Familiar,http://agricultura.pr.gov,http://agricultura.pr.gov,,,,,,,,,01/01/2015 to 12/31/2015,2015-01-01,2015-12-31,Fri: 7:00 AM-1:00 PM;Sat: 7:00 AM-1:00 PM;,Fri: 7:00 AM-1:00 PM,Sat: 7:00 AM-1:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1011627,El Mercado Familiar,http://agricultura.pr.gov,http://agricultura.pr.gov,,,,,,,,,01/01/2015 to 12/31/2015,2015-01-01,2015-12-31,Fri: 7:00 AM-1:00 PM;Sat: 7:00 AM-1:00 PM;,Fri: 7:00 AM-1:00 PM,Sat: 7:00 AM-1:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1011628,El Mercado Familiar,http://agricultura.pr.gov,http://agricultura.pr.gov,,,,,,,,,01/01/2015 to 12/31/2015,2015-01-01,2015-12-31,Fri: 7:00 AM-1:00 PM;Sat: 7:00 AM-1:00 PM;,Fri: 7:00 AM-1:00 PM,Sat: 7:00 AM-1:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1011629,El Mercado Familiar,http://agricultura.pr.gov,http://agricultura.pr.gov,,,,,,,,,01/01/2015 to 12/31/2015,2015-01-01,2015-12-31,Fri: 7:00 AM-1:00 PM;Sat: 7:00 AM-1:00 PM;,Fri: 7:00 AM-1:00 PM,Sat: 7:00 AM-1:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1011631,El Mercado Familiar,http://agricultura.pr.gov,http://agricultura.pr.gov,,,,,,,,,01/01/2015 to 12/31/2015,2015-01-01,2015-12-31,Fri: 7:00 AM-1:00 PM;Sat: 7:00 AM-1:00 PM;,Fri: 7:00 AM-1:00 PM,Sat: 7:00 AM-1:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1011632,El Mercado Familiar,http://agricultura.pr.gov,http://agricultura.pr.gov,,,,,,,,,,,,Fri: 7:00 AM-1:00 PM;Sat: 7:00 AM-1:00 PM;,Fri: 7:00 AM-1:00 PM,Sat: 7:00 AM-1:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1011633,El Mercado Familiar,http://agricultura.pr.gov,http://agricultura.pr.gov,,,,,,,,,01/01/2015 to 12/31/2015,2015-01-01,2015-12-31,Fri: 7:00 AM-1:00 PM;Sat: 7:00 AM-1:00 PM;,Fri: 7:00 AM-1:00 PM,Sat: 7:00 AM-1:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1011634,El Mercado Familiar,http://agricultura.pr.gov,http://agricultura.pr.gov,,,,,,,,,01/01/2015 to 12/31/2015,2015-01-01,2015-12-31,Fri: 7:00 AM-1:00 PM;Sat: 7:00 AM-1:00 PM;,Fri: 7:00 AM-1:00 PM,Sat: 7:00 AM-1:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1011635,El Mercado Familiar,http://agricultura.pr.gov,http://agricultura.pr.gov,,,,,,,,,01/01/2015 to 12/31/2015,2015-01-01,2015-12-31,Fri: 7:00 AM-1:00 PM;Sat: 7:00 AM-1:00 PM;,Fri: 7:00 AM-1:00 PM,Sat: 7:00 AM-1:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1011636,El Mercado Familiar,http://agricultura.pr.gov,http://agricultura.pr.gov,,,,,,,,,01/01/2015 to 12/31/2015,2015-01-01,2015-12-31,Fri: 7:00 AM-1:00 PM;Sat: 7:00 AM-1:00 PM;,Fri: 7:00 AM-1:00 PM,Sat: 7:00 AM-1:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1011637,El Mercado Familiar,http://agricultura.pr.gov,http://agricultura.pr.gov,,,,,,,,,,,,Fri: 7:00 AM-1:00 PM;Sat: 7:00 AM-1:00 PM;,Fri: 7:00 AM-1:00 PM,Sat: 7:00 AM-1:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1011638,El Mercado Familiar,http://agricultura.pr.gov,http://agricultura.pr.gov,,,,,,,,,01/01/2015 to 12/31/2015,2015-01-01,2015-12-31,Fri: 7:00 AM-1:00 PM;Sat: 7:00 AM-1:00 PM;,Fri: 7:00 AM-1:00 PM,Sat: 7:00 AM-1:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1011639,El Mercado Familiar,http://agricultura.pr.gov,http://agricultura.pr.gov,,,,,,,,,,,,Fri: 7:00 AM-1:00 PM;Sat: 7:00 AM-1:00 PM;,Fri: 7:00 AM-1:00 PM,Sat: 7:00 AM-1:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1011640,El Mercado Familiar,http://agricultura.pr.gov,http://agricultura.pr.gov,,,,,,,,,06/19/2015 to 12/31/2015,2015-06-19,2015-12-31,Fri: 7:00 AM-1:00 PM;Sat: 7:00 AM-1:00 PM;,Fri: 7:00 AM-1:00 PM,Sat: 7:00 AM-1:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1011641,El Mercado Familiar,http://agricultura.pr.gov,http://agricultura.pr.gov,,,,,,,,,01/01/2015 to 12/31/2015,2015-01-01,2015-12-31,Fri: 7:00 AM-1:00 PM;Sat: 7:00 AM-1:00 PM;,Fri: 7:00 AM-1:00 PM,Sat: 7:00 AM-1:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1011642,El Mercado Familiar,http://agricultura.pr.gov,http://agricultura.pr.gov,,,,,,,,,01/01/2015 to 12/31/2015,2015-01-01,2015-12-31,Fri: 7:00 AM-1:00 PM;Sat: 7:00 AM-1:00 PM;,Fri: 7:00 AM-1:00 PM,Sat: 7:00 AM-1:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1011643,El Mercado Familiar,http://agricultura.pr.gov,http://agricultura.pr.gov,,,,,,,,,01/01/2015 to 12/31/2015,2015-01-01,2015-12-31,Fri: 7:00 AM-1:00 PM;Sat: 7:00 AM-1:00 PM;,Fri: 7:00 AM-1:00 PM,Sat: 7:00 AM-1:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1011644,El Mercado Familiar,http://agricultura.pr.gov,http://agricultura.pr.gov,,,,,,,,,01/01/2015 to 12/31/2015,2015-01-01,2015-12-31,Fri: 7:00 AM-1:00 PM;Sat: 7:00 AM-1:00 PM;,Fri: 7:00 AM-1:00 PM,Sat: 7:00 AM-1:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1011645,El Mercado Familiar,http://agricultura.pr.gov,http://agricultura.pr.gov,,,,,,,,,,,,Fri: 7:00 AM-1:00 PM;Sat: 7:00 AM-1:00 PM;,Fri: 7:00 AM-1:00 PM,Sat: 7:00 AM-1:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1011646,El Mercado Familiar,http://agricultura.pr.gov,http://agricultura.pr.gov,,,,,,,,,01/01/2015 to 12/31/2015,2015-01-01,2015-12-31,Fri: 7:00 AM-1:00 PM;Sat: 7:00 AM-1:00 PM;,Fri: 7:00 AM-1:00 PM,Sat: 7:00 AM-1:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1011647,El Mercado Familiar,http://agricultura.pr.gov,http://agricultura.pr.gov,,,,,,,,,01/01/2015 to 12/31/2015,2015-01-01,2015-12-31,Fri: 7:00 AM-1:00 PM;Sat: 7:00 AM-1:00 PM;,Fri: 7:00 AM-1:00 PM,Sat: 7:00 AM-1:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1011648,El Mercado Familiar,http://agricultura.pr.gov,http://agricultura.pr.gov,,,,,,,,,01/01/2015 to 12/31/2015,2015-01-01,2015-12-31,Fri: 7:00 AM-1:00 PM;Sat: 7:00 AM-1:00 PM;,Fri: 7:00 AM-1:00 PM,Sat: 7:00 AM-1:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1011649,El Mercado Familiar,http://agricultura.pr.gov,http://agricultura.pr.gov,,,,,,,,,01/01/2015 to 12/31/2015,2015-01-01,2015-12-31,Fri: 7:00 AM-1:00 PM;Sat: 7:00 AM-1:00 PM;,Fri: 7:00 AM-1:00 PM,Sat: 7:00 AM-1:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1011650,El Mercado Familiar,http://agricultura.pr.gov,http://agricultura.pr.gov,,,,,,,,,01/01/2015 to 12/31/2015,2015-01-01,2015-12-31,Fri: 7:00 AM-1:00 PM;Sat: 7:00 AM-1:00 PM;,Fri: 7:00 AM-1:00 PM,Sat: 7:00 AM-1:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
